Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,zscore
350,Trey Murphy III,SF,22,NOP,79,65,31.0,4.9,10.1,0.484,2.6,6.3,0.406,2.3,3.8,0.611,0.61,2.2,2.4,0.905,0.7,2.8,3.6,1.4,1.1,0.5,0.8,2.0,14.5,-0.6147035734053257
144,Drew Eubanks,C,25,POR,78,28,20.3,2.7,4.3,0.6409999999999999,0.1,0.2,0.389,2.7,4.1,0.655,0.6509999999999999,1.1,1.6,0.664,1.7,3.7,5.4,1.3,0.5,1.3,0.9,2.2,6.6,-0.6775032982848094
61,Dillon Brooks,SF,27,MEM,73,73,30.3,5.4,13.6,0.396,2.0,6.0,0.326,3.4,7.6,0.451,0.46799999999999997,1.6,2.1,0.779,0.6,2.7,3.3,2.6,0.9,0.2,1.4,3.3,14.3,-0.7117782888950803
314,Bennedict Mathurin,SG,20,IND,78,17,28.5,5.3,12.2,0.434,1.3,4.0,0.32299999999999995,4.0,8.2,0.488,0.48700000000000004,4.8,5.8,0.828,1.1,3.0,4.1,1.5,0.6,0.2,1.9,2.1,16.7,-0.740856766841371
19,Marvin Bagley III,C,23,DET,42,25,23.6,4.8,9.1,0.529,0.5,1.6,0.28800000000000003,4.4,7.5,0.579,0.5539999999999999,1.9,2.6,0.75,2.2,4.2,6.4,0.9,0.5,0.7,1.1,1.9,12.0,-0.7984357150184954
234,Isaiah Jackson,C,21,IND,63,12,16.5,2.8,5.0,0.563,0.0,0.2,0.14300000000000002,2.8,4.8,0.5820000000000001,0.5660000000000001,1.5,2.3,0.6509999999999999,1.8,2.7,4.5,0.8,0.5,1.5,0.8,2.4,7.2,-0.8691695319665408
309,Caleb Martin,SF,27,MIA,71,49,29.3,3.6,7.7,0.46399999999999997,1.2,3.3,0.35600000000000004,2.4,4.4,0.545,0.54,1.3,1.6,0.805,1.2,3.6,4.8,1.6,1.0,0.4,1.1,2.0,9.6,-0.8851371447307406
413,Josh Richardson,SG,29,TOT,65,10,23.5,3.7,8.5,0.431,1.6,4.5,0.365,2.0,4.0,0.506,0.528,1.1,1.2,0.852,0.6,2.1,2.7,2.7,1.1,0.3,1.3,1.8,10.1,-0.9097669965035298
429,Luka amani?,PF,23,UTA,7,4,23.0,3.7,8.1,0.456,1.1,4.4,0.258,2.6,3.7,0.6920000000000001,0.526,1.3,1.9,0.6920000000000001,0.0,4.3,4.3,2.1,0.9,0.3,1.4,2.4,9.9,-0.9554392497447719
256,Tyus Jones,PG,26,MEM,80,22,24.3,3.9,8.9,0.43799999999999994,1.5,4.1,0.371,2.4,4.8,0.495,0.523,1.0,1.3,0.8,0.4,2.2,2.5,5.2,1.0,0.1,0.9,0.4,10.3,-0.9645795903622892
349,Monte Morris,PG,27,WAS,62,61,27.3,4.0,8.3,0.48,1.3,3.3,0.382,2.7,5.0,0.5429999999999999,0.555,1.0,1.2,0.831,0.4,3.0,3.4,5.3,0.7,0.2,1.0,1.2,10.3,-0.9719559095472508
323,Jalen McDaniels,SF,25,TOT,80,24,23.9,3.5,7.7,0.455,1.0,2.9,0.332,2.6,4.8,0.53,0.518,1.5,1.7,0.841,0.8,3.5,4.3,1.6,1.0,0.4,1.2,2.6,9.4,-1.0124844163202644
45,Bogdan Bogdanovi?,SG,30,ATL,54,9,27.9,5.1,11.3,0.447,2.7,6.7,0.406,2.4,4.6,0.506,0.5660000000000001,1.2,1.4,0.831,0.4,2.6,3.1,2.8,0.8,0.3,1.2,1.6,14.0,-1.0189366374464375
381,Cameron Payne,PG,28,PHO,48,15,20.2,3.9,9.4,0.415,1.4,3.9,0.368,2.5,5.6,0.44799999999999995,0.49,1.0,1.3,0.7659999999999999,0.3,2.0,2.2,4.5,0.7,0.2,1.7,1.8,10.3,-1.0422956951700524
92,Brandon Clarke,PF,26,MEM,56,8,19.5,4.1,6.2,0.6559999999999999,0.0,0.1,0.16699999999999998,4.1,6.1,0.665,0.6579999999999999,1.8,2.4,0.723,1.6,3.9,5.5,1.3,0.6,0.7,1.0,2.3,10.0,-1.1503197101825864
39,Patrick Beverley,SG-PG,34,TOT,67,67,27.1,2.1,5.4,0.4,1.2,3.6,0.335,1.0,1.8,0.529,0.511,0.7,1.0,0.723,0.7,3.0,3.7,2.9,0.9,0.6,0.9,2.8,6.2,-1.2788205482135682
40,Saddiq Bey,SF,23,TOT,77,37,27.6,4.6,10.9,0.42200000000000004,2.0,5.4,0.361,2.6,5.4,0.483,0.513,2.7,3.1,0.861,1.3,3.4,4.7,1.5,0.9,0.2,0.9,1.6,13.8,-1.32222720231888
9,Jose Alvarado,PG,24,NOP,61,10,21.5,3.3,8.0,0.41100000000000003,1.4,4.0,0.336,1.9,4.0,0.488,0.496,1.1,1.3,0.813,0.5,1.9,2.3,3.0,1.1,0.2,1.3,2.0,9.0,-1.3413775763814066
356,Larry Nance Jr.,C,30,NOP,65,1,21.2,2.9,4.7,0.61,0.2,0.6,0.33299999999999996,2.6,4.0,0.654,0.633,0.8,1.2,0.696,1.6,3.8,5.4,1.8,0.9,0.6,0.6,2.0,6.8,-1.3498647985032193
406,Austin Reaves,SG,24,LAL,64,22,28.8,4.0,7.7,0.529,1.3,3.4,0.39799999999999996,2.7,4.3,0.631,0.616,3.6,4.1,0.8640000000000001,0.5,2.5,3.0,3.4,0.5,0.3,1.5,1.7,13.0,-1.364220807941484
103,Torrey Craig,PF,32,PHO,79,60,24.7,2.9,6.3,0.456,1.3,3.2,0.395,1.6,3.1,0.518,0.556,0.4,0.6,0.711,1.8,3.6,5.4,1.5,0.6,0.8,0.9,2.3,7.4,-1.375169104289178
225,Bones Hyland,PG,22,TOT,56,1,19.4,4.1,10.2,0.39899999999999997,2.1,5.6,0.371,2.0,4.6,0.434,0.502,1.5,1.8,0.843,0.4,2.1,2.4,3.1,0.7,0.3,1.5,1.7,11.8,-1.4181089470879555
353,Keegan Murray,SF,22,SAC,80,78,29.8,4.4,9.8,0.45299999999999996,2.6,6.3,0.41100000000000003,1.9,3.5,0.527,0.584,0.8,1.0,0.765,1.1,3.5,4.6,1.2,0.8,0.5,0.8,2.0,12.2,-1.4342693749550715
474,Xavier Tillman Sr.,C,24,MEM,61,29,19.3,3.1,5.0,0.614,0.1,0.2,0.267,3.0,4.8,0.632,0.621,0.8,1.5,0.551,2.0,3.0,5.0,1.6,1.0,0.5,0.7,1.6,7.0,-1.439598405574941
454,Jalen Smith,C,22,IND,68,31,18.8,3.6,7.5,0.47600000000000003,0.8,2.8,0.28300000000000003,2.8,4.7,0.593,0.53,1.5,2.0,0.759,1.9,3.9,5.8,1.0,0.3,0.9,1.1,2.3,9.4,-1.469252778945429
311,Kenyon Martin Jr.,SF,22,HOU,82,49,28.0,5.0,8.8,0.569,0.8,2.6,0.315,4.2,6.1,0.679,0.617,1.8,2.7,0.68,1.5,4.0,5.5,1.5,0.5,0.4,1.1,1.8,12.7,-1.5005401114937487
200,Isaiah Hartenstein,C,24,NYK,82,8,19.8,2.1,4.0,0.535,0.1,0.5,0.21600000000000003,2.0,3.5,0.5760000000000001,0.547,0.6,0.9,0.6759999999999999,2.5,4.0,6.5,1.2,0.6,0.8,0.8,2.6,5.0,-1.5302920646779383
438,Collin Sexton,PG,24,UTA,48,15,23.9,4.9,9.8,0.506,1.0,2.5,0.39299999999999996,3.9,7.2,0.546,0.5579999999999999,3.4,4.1,0.8190000000000001,0.8,1.4,2.2,2.9,0.6,0.1,1.8,2.3,14.3,-1.6036447556406277
1,Precious Achiuwa,C,23,TOR,55,12,20.7,3.6,7.3,0.485,0.5,2.0,0.26899999999999996,3.0,5.4,0.564,0.521,1.6,2.3,0.7020000000000001,1.8,4.1,6.0,0.9,0.6,0.5,1.1,1.9,9.2,-1.6050309769730622
412,Nick Richards,C,25,CHO,65,9,18.7,3.0,4.8,0.629,0.0,0.0,1.0,3.0,4.8,0.628,0.631,2.1,2.8,0.7490000000000001,2.3,4.1,6.4,0.6,0.2,1.1,0.9,2.4,8.2,-1.622847713600454
464,Jae'Sean Tate,SF,27,HOU,31,7,21.8,3.5,7.4,0.48,0.4,1.5,0.28300000000000003,3.1,5.9,0.53,0.509,1.6,2.2,0.725,1.3,2.5,3.8,2.7,0.7,0.2,1.5,3.4,9.1,-1.6541792064170355
146,Dorian Finney-Smith,PF,29,TOT,66,66,30.4,3.0,7.6,0.391,1.7,5.1,0.337,1.2,2.5,0.503,0.505,0.7,0.9,0.763,1.7,3.1,4.8,1.5,0.8,0.5,0.9,2.2,8.3,-1.6736070703415558
335,Justin Minaya,SF,23,POR,4,0,22.3,1.8,5.8,0.304,0.8,3.0,0.25,1.0,2.8,0.364,0.37,0.0,0.3,0.0,0.8,3.0,3.8,1.0,0.5,1.3,1.0,2.3,4.3,-1.7506703005735211
170,Eric Gordon,SG,34,TOT,69,58,28.5,4.2,9.5,0.446,1.9,5.2,0.371,2.3,4.3,0.535,0.547,2.1,2.5,0.821,0.2,1.7,1.9,2.7,0.6,0.4,1.5,1.1,12.4,-1.7719472902904898
277,Jonathan Kuminga,PF,20,GSW,67,16,20.8,3.9,7.4,0.525,0.8,2.2,0.37,3.1,5.2,0.59,0.579,1.3,2.1,0.652,1.0,2.4,3.4,1.9,0.6,0.5,1.4,2.3,9.9,-1.7765133397924298
302,Théo Maledon,PG,21,CHO,44,7,19.4,2.3,5.8,0.402,0.6,2.2,0.295,1.7,3.6,0.465,0.457,1.4,1.7,0.851,0.3,2.5,2.8,3.5,0.8,0.3,1.3,1.4,6.7,-1.7974794571981434
358,Aaron Nesmith,SF,23,IND,73,60,24.9,3.5,8.1,0.42700000000000005,1.6,4.3,0.366,1.9,3.8,0.496,0.525,1.6,1.9,0.838,0.8,2.9,3.8,1.3,0.8,0.5,1.0,3.2,10.1,-1.8119052477828095
224,De'Andre Hunter,SF,25,ATL,67,67,31.7,5.7,12.3,0.461,1.5,4.3,0.35,4.2,8.0,0.521,0.522,2.6,3.1,0.826,0.7,3.6,4.2,1.4,0.5,0.3,1.2,3.0,15.4,-1.8203859275574916
27,Harrison Barnes,PF,30,SAC,82,82,32.5,4.6,9.6,0.473,1.6,4.3,0.374,3.0,5.3,0.5529999999999999,0.556,4.3,5.0,0.847,1.1,3.4,4.5,1.6,0.7,0.1,1.0,1.3,15.0,-1.831197060422638
238,Reggie Jackson,PG,32,TOT,68,40,24.4,3.9,9.4,0.41100000000000003,1.4,4.2,0.33299999999999996,2.5,5.2,0.474,0.486,1.0,1.1,0.91,0.4,1.8,2.1,3.4,0.7,0.1,1.7,1.7,10.2,-1.8784080211457004
7,Grayson Allen,SG,27,MIL,72,70,27.4,3.4,7.7,0.44,2.0,5.1,0.39899999999999997,1.4,2.7,0.518,0.5710000000000001,1.6,1.8,0.905,0.8,2.4,3.3,2.3,0.9,0.2,1.0,1.6,10.4,-1.935916324592995
168,Jordan Goodwin,PG,24,WAS,62,7,17.8,2.5,5.7,0.44799999999999995,0.6,1.9,0.322,1.9,3.8,0.511,0.501,0.9,1.1,0.768,0.9,2.4,3.3,2.7,0.9,0.4,0.9,1.5,6.6,-1.9646390782397716
407,Cam Reddish,SF,23,TOT,40,20,24.8,3.5,7.8,0.446,1.1,3.6,0.313,2.4,4.2,0.56,0.518,1.6,1.9,0.853,0.5,1.8,2.2,1.4,1.0,0.4,1.2,1.8,9.7,-1.9785173459384517
184,Quentin Grimes,SG,22,NYK,71,66,29.9,4.0,8.5,0.46799999999999997,2.2,5.7,0.386,1.8,2.7,0.6409999999999999,0.599,1.1,1.4,0.7959999999999999,0.7,2.5,3.2,2.1,0.7,0.4,1.0,2.5,11.3,-2.003191164408438
51,Chris Boucher,PF,30,TOR,76,0,20.0,3.4,7.0,0.493,0.8,2.5,0.32799999999999996,2.6,4.5,0.585,0.552,1.7,2.2,0.762,2.1,3.5,5.5,0.4,0.6,0.8,0.5,1.9,9.4,-2.0495591844659917
120,Hamidou Diallo,SF,24,DET,56,0,17.8,3.8,6.7,0.573,0.1,0.4,0.23800000000000002,3.8,6.3,0.593,0.58,1.6,2.6,0.588,1.0,2.4,3.5,1.0,0.9,0.3,1.3,2.2,9.3,-2.0556162365800756
128,Ayo Dosunmu,SG,23,CHI,80,51,26.2,3.5,7.1,0.493,0.7,2.4,0.312,2.8,4.8,0.583,0.545,0.8,1.0,0.805,0.6,2.2,2.8,2.6,0.8,0.3,1.2,2.3,8.6,-2.0704910018848284
308,Naji Marshall,SF,25,NOP,77,21,23.3,3.2,7.4,0.433,0.9,2.8,0.303,2.4,4.6,0.513,0.49,1.8,2.3,0.789,0.6,3.0,3.6,2.5,0.7,0.2,1.3,1.5,9.1,-2.0806624508444638
319,Mac McClung,SG,24,PHI,2,0,20.5,4.5,10.0,0.45,2.0,5.5,0.364,2.5,4.5,0.556,0.55,1.5,2.5,0.6,1.5,3.5,5.0,4.5,0.0,0.0,1.5,1.5,12.5,-2.085314200518773
5,Santi Aldama,PF,22,MEM,77,20,21.8,3.2,6.8,0.47,1.2,3.5,0.353,2.0,3.4,0.591,0.56,1.4,1.9,0.75,1.1,3.7,4.8,1.3,0.6,0.6,0.8,1.9,9.0,-2.085777048185643
72,Alec Burks,SG,31,DET,51,8,22.0,3.9,9.0,0.436,1.9,4.7,0.414,2.0,4.3,0.45899999999999996,0.544,3.0,3.7,0.8140000000000001,0.4,2.7,3.1,2.2,0.7,0.2,1.1,1.9,12.8,-2.12294773447735
189,Tim Hardaway Jr.,SF,30,DAL,71,45,30.3,4.8,11.9,0.401,3.0,7.7,0.385,1.8,4.2,0.431,0.527,1.8,2.3,0.77,0.3,3.2,3.5,1.8,0.7,0.2,0.8,1.7,14.4,-2.263448447758979
521,Kenrich Williams,PF,28,OKC,53,10,22.8,3.4,6.5,0.517,0.9,2.5,0.373,2.4,4.0,0.608,0.59,0.3,0.7,0.436,1.8,3.1,4.9,2.0,0.8,0.3,0.6,2.1,8.0,-2.266806104884199
487,Gabe Vincent,PG,26,MIA,68,34,25.9,3.4,8.3,0.402,1.7,5.1,0.33399999999999996,1.6,3.2,0.512,0.505,1.0,1.1,0.872,0.4,1.7,2.1,2.5,0.9,0.1,1.4,2.3,9.4,-2.266845926862485
36,Malik Beasley,SG,26,TOT,81,27,25.8,4.6,11.6,0.395,2.9,8.1,0.35700000000000004,1.7,3.4,0.484,0.52,0.6,0.8,0.769,0.4,3.1,3.5,1.5,0.8,0.1,1.1,1.3,12.7,-2.276512645137337
492,Moritz Wagner,C,25,ORL,57,18,19.5,3.5,6.9,0.5,0.9,2.9,0.313,2.6,4.1,0.631,0.564,2.7,3.2,0.841,1.2,3.3,4.5,1.5,0.6,0.2,1.2,2.4,10.5,-2.3560813772902103
371,Josh Okogie,SG,24,PHO,72,26,18.8,2.3,5.8,0.391,0.9,2.7,0.335,1.3,3.0,0.442,0.47100000000000003,1.9,2.7,0.7240000000000001,1.5,2.0,3.5,1.5,0.8,0.5,0.9,1.6,7.3,-2.3915165419054927
83,Jevon Carter,PG,27,MIL,81,39,22.3,3.0,7.0,0.423,1.8,4.2,0.42100000000000004,1.2,2.8,0.425,0.5489999999999999,0.4,0.5,0.816,0.4,2.1,2.5,2.4,0.8,0.4,1.0,2.0,8.0,-2.3946228454485374
347,Marcus Morris,PF,33,LAC,65,65,28.1,4.2,9.9,0.426,1.7,4.7,0.364,2.5,5.2,0.484,0.513,1.0,1.3,0.782,0.4,3.5,4.0,1.8,0.6,0.3,0.9,2.1,11.2,-2.4442689237922406
530,James Wiseman,C,21,TOT,45,22,19.3,4.2,7.5,0.5579999999999999,0.1,0.4,0.2,4.1,7.1,0.58,0.563,1.5,2.2,0.701,1.6,4.3,5.9,0.7,0.2,0.6,1.1,2.4,10.0,-2.462103683900492
102,Robert Covington,PF,32,LAC,48,0,16.2,2.1,4.8,0.445,1.1,2.8,0.397,1.0,1.9,0.516,0.563,0.6,0.8,0.75,0.6,2.8,3.5,1.2,0.8,0.7,0.7,1.8,6.0,-2.5036248529470084
273,John Konchar,SF,26,MEM,72,23,20.8,1.9,4.4,0.431,0.8,2.5,0.33899999999999997,1.1,2.0,0.545,0.525,0.4,0.5,0.778,0.9,3.4,4.3,1.4,1.1,0.3,0.5,1.6,5.1,-2.579037697259455
299,Kevin Love,PF,34,TOT,62,20,20.0,2.7,6.8,0.389,1.6,4.8,0.33399999999999996,1.1,2.1,0.516,0.506,1.3,1.5,0.879,1.0,5.5,6.4,1.9,0.3,0.2,1.1,1.6,8.2,-2.6101716529668852
517,Grant Williams,PF,24,BOS,79,23,25.9,2.7,6.0,0.45399999999999996,1.5,3.7,0.395,1.3,2.3,0.546,0.575,1.2,1.5,0.77,1.1,3.5,4.6,1.7,0.5,0.4,1.0,2.4,8.1,-2.6154482978208815
228,Joe Ingles,SF,35,MIL,46,0,22.7,2.3,5.4,0.435,1.8,4.4,0.409,0.5,1.0,0.556,0.603,0.4,0.5,0.857,0.3,2.5,2.8,3.3,0.7,0.1,1.2,1.6,6.9,-2.729044076159477
508,Coby White,SG,22,CHI,74,2,23.4,3.6,8.0,0.44299999999999995,1.7,4.6,0.37200000000000005,1.8,3.4,0.54,0.551,0.8,0.9,0.871,0.2,2.6,2.9,2.8,0.7,0.1,1.0,1.6,9.7,-2.7456553408267492
520,Jeenathan Williams,SG,23,POR,5,4,25.4,4.8,7.8,0.615,0.6,1.6,0.375,4.2,6.2,0.677,0.654,0.4,0.6,0.667,2.0,1.0,3.0,2.0,0.6,0.4,0.8,2.6,10.6,-2.755880149562471
33,Nicolas Batum,PF,34,LAC,78,19,21.9,2.1,4.9,0.42,1.6,4.1,0.391,0.5,0.8,0.563,0.583,0.4,0.6,0.708,0.8,3.0,3.8,1.6,0.7,0.6,0.6,1.9,6.1,-2.788044188112114
32,Keita Bates-Diop,PF,27,SAS,67,42,21.7,3.5,6.9,0.508,0.8,2.1,0.39399999999999996,2.7,4.8,0.557,0.568,1.8,2.2,0.7929999999999999,1.0,2.7,3.7,1.5,0.7,0.3,0.8,0.9,9.7,-2.8026434066748793
506,Blake Wesley,SG,19,SAS,37,1,18.1,1.9,5.8,0.321,0.5,1.4,0.385,1.3,4.4,0.301,0.36700000000000005,0.7,1.2,0.591,0.3,1.9,2.2,2.7,0.7,0.1,1.8,1.8,5.0,-2.8503328626956206
304,Terance Mann,SG,26,LAC,81,36,23.1,3.4,6.5,0.519,1.0,2.4,0.389,2.4,4.0,0.598,0.593,1.1,1.5,0.78,1.0,2.5,3.4,2.3,0.5,0.3,1.0,1.8,8.8,-2.973496837021661
257,DeAndre Jordan,C,34,DEN,39,8,15.0,2.3,2.9,0.765,0.0,0.0,1.0,2.2,2.9,0.763,0.77,0.6,1.2,0.45799999999999996,1.3,3.8,5.2,0.9,0.3,0.6,1.2,1.8,5.1,-3.025801507368527
425,Ricky Rubio,PG,32,CLE,33,2,17.2,1.8,5.4,0.34299999999999997,0.6,2.5,0.256,1.2,2.9,0.41700000000000004,0.402,0.8,1.1,0.8,0.3,1.8,2.1,3.5,0.8,0.2,0.9,1.5,5.2,-3.05040685308268
22,Mo Bamba,C,24,TOT,49,7,15.7,2.4,4.9,0.485,1.0,2.5,0.387,1.4,2.4,0.59,0.585,0.8,1.3,0.6609999999999999,1.2,3.4,4.6,0.9,0.3,0.9,0.6,2.1,6.6,-3.0702429483824822
181,Josh Green,SG,22,DAL,60,21,25.7,3.4,6.4,0.537,1.1,2.8,0.402,2.3,3.6,0.643,0.626,1.1,1.6,0.723,0.9,2.1,3.0,1.7,0.7,0.1,1.2,2.6,9.1,-3.092391072303047
460,Max Strus,SF,26,MIA,80,33,28.4,4.1,9.9,0.41,2.5,7.0,0.35,1.6,2.8,0.5589999999999999,0.535,1.0,1.1,0.8759999999999999,0.6,2.6,3.2,2.1,0.5,0.2,0.9,2.1,11.5,-3.105196742650995
435,Jay Scrubb,SG,22,ORL,2,0,15.0,2.5,3.5,0.7140000000000001,1.0,1.0,1.0,1.5,2.5,0.6,0.857,0.5,1.0,0.5,0.0,3.0,3.0,0.5,1.0,0.0,1.5,1.0,6.5,-3.1472106376497115
504,Trendon Watford,PF,22,POR,62,12,19.1,2.9,5.2,0.56,0.4,1.0,0.391,2.5,4.2,0.602,0.599,1.2,1.6,0.72,0.7,3.2,3.8,2.1,0.5,0.2,1.1,1.9,7.4,-3.227658397355583
70,Thomas Bryant,C,25,TOT,59,26,18.3,3.9,6.3,0.623,0.4,1.0,0.441,3.5,5.3,0.6579999999999999,0.659,1.6,2.1,0.738,1.5,4.3,5.7,0.5,0.3,0.5,0.6,1.7,9.8,-3.24962543246591
179,Javonte Green,SF,29,CHI,32,1,15.0,1.9,3.4,0.565,0.4,1.1,0.371,1.5,2.3,0.6579999999999999,0.625,0.9,1.4,0.667,0.8,1.9,2.8,0.7,0.8,0.7,0.6,1.6,5.2,-3.2961805090523244
519,Jaylin Williams,C,20,OKC,49,36,18.7,2.1,4.8,0.436,0.9,2.3,0.40700000000000003,1.1,2.5,0.46299999999999997,0.534,0.8,1.1,0.7040000000000001,0.9,4.0,4.9,1.6,0.6,0.2,0.8,2.3,5.9,-3.3164791990466727
68,Troy Brown Jr.,SF,23,LAL,76,45,24.5,2.6,6.1,0.43,1.4,3.7,0.381,1.2,2.4,0.505,0.545,0.4,0.5,0.872,0.8,3.2,4.1,1.3,0.8,0.2,0.6,1.6,7.1,-3.3329415502312933
399,Taurean Prince,PF,28,MIN,54,4,22.1,3.3,7.0,0.467,1.4,3.6,0.381,1.9,3.4,0.557,0.565,1.2,1.4,0.8440000000000001,0.3,2.2,2.4,1.6,0.5,0.3,1.3,2.3,9.1,-3.344579659560559
185,Rui Hachimura,PF,24,TOT,63,9,23.3,4.5,9.3,0.486,0.8,2.5,0.319,3.7,6.7,0.55,0.53,1.4,1.9,0.7390000000000001,0.8,3.7,4.5,0.9,0.3,0.4,0.8,1.1,11.2,-3.357926325478343
364,Jaylen Nowell,SG,23,MIN,65,2,19.3,4.3,9.6,0.44799999999999995,1.0,3.6,0.289,3.3,6.0,0.542,0.502,1.2,1.5,0.778,0.6,2.1,2.6,2.0,0.6,0.1,1.0,1.6,10.8,-3.369977335177338
382,Gary Payton II,SG,30,TOT,22,1,16.7,1.9,3.1,0.594,0.6,1.2,0.5,1.3,2.0,0.6509999999999999,0.688,0.3,0.3,0.857,1.1,2.0,3.1,1.4,1.0,0.2,0.7,2.0,4.6,-3.441895458378802
391,Otto Porter Jr.,SF,29,TOR,8,2,18.3,1.9,3.8,0.5,0.8,2.1,0.353,1.1,1.6,0.6920000000000001,0.6,1.0,1.0,1.0,0.8,1.6,2.4,1.0,1.4,0.0,0.5,0.9,5.5,-3.4469527464381216
